text,true_label,pred_label,probability
older black guy factory know none coon work tipped here right,1,1,0.6349497659586528
tomcatstraight come queer,1,1,0.9056302855243873
word rt jrwrz thotcho beat fucking faggot pls,1,1,0.9713317220581128
rt asapmarlene bitch dont like always gone think ugly,1,1,0.9963644450639343
rt paymond legendary year rt stnamebravo speaking year pussy phenomenal,1,1,0.8875257770541989
rt savage mama told look rich act poor n neva trip ona bitch dat aint ursgang,1,1,0.9327519160800254
problem caring bitch amp noggas,1,1,0.987711496532229
awesome people youve known year talk trash behind back ask favor later truly awesome,0,0,0.14111173739632404
rhythmixx told mariam cigarette birthday also called trash rn,0,0,0.10513739665885226
life aint nothin bitch money,1,1,0.955052718277263
rt ant life home shes little less likely cheat ho,1,0,0.35239002904385563
rt lungfiber true life im emotional clingy bitch,1,1,0.9897250206976226
rt chavodagreat trevaughnlg frfr come party wimmie im leavin shithole til summfest im leavin dis hoe,1,1,0.9575977161924434
slackin ice game needa cop watch fuck instagram hoe amp press block,1,1,0.9465029064302023
maybe ill love one day maybe well someday grow till sit drunk as runway hoe,1,1,0.7876439441525507
allyhaaaaa lemmie eat oreo amp dish one oreo lol,0,0,0.049122676811807174
halfbreed spic right say anything anglo ever killed,1,1,0.6219188516767835
callmerenee lilmenifee wussup bitch,1,1,0.9956384793287049
rt ugiycutie one two three four many nigger store,1,1,0.6596715599466799
ion sell vics mo ion drink lean mo bitch ion even smoke tree mo,1,1,0.5267505416421534
fucking mexico bitch,1,1,0.9999999117343568
nicca tip cant act shit taker,1,1,0.9686091516745167
sammiboyden well he cunt suck as,1,1,0.9676796120401534
freshmanadvice aint hoe get traphouseeeeeeee,1,1,0.9890775550900615
nowplaying witcha bitch pussy pussy inda hood ona sofawit plastic,1,1,0.9985702340632624
fight club new orleans bitch start jumping,1,1,0.8966531086375132
rt olmelonhead bitch acting different buuut cool,1,1,0.9523734998393478
espn stop blowing spur pussy halftimespeech,1,1,0.9574167729812226
hoodbgud uceina bitch ear mama told talk bitch sojk,1,1,0.9905525407118739
atleast let knowur faggot u keep type twitter secret,1,1,0.8884318781882508
coronadior found u fuck cock hard love dripping pussy,1,1,0.9987489742931478
rt sofuckingswazye mayonnaise colored benz push miracle whip httptcobmxuypehh,0,0,0.05587458969243729
humbleteej elisabethepps rating scale depends still wearing colored contact naw,0,0,0.052674515714899256
anitafarid angjly lmao side ho get real action anyways,1,1,0.5980779360783541
thatslutadrian bring bitch,1,1,0.9720540476629256
assholeking pill nig last year like magic j nig hav died year ago yall first team draft gay,1,1,0.8530449688587548
high hoe bitch as benny,1,1,0.999806008213456
rt youneedjasmine hate ppl say hoe arent loyal supposed,1,1,0.9297478860453136
rt stevenratata savanigga warning shot pussy im gonna gun steal pink boot,1,1,0.815327240435325
maxmayo httptcojkkrx pissed lad past would lick dirty sol slept,0,0,0.23615269900803318
rt theironsheik wake dumb son bitch,1,1,0.9911236564904428
summer bitch httptcojxqontfiuq,1,1,0.9955528980778942
ciscoallday miley really got knocked juicy j shit wild didnt say u say ratchet pussy juicy j cant,1,1,0.9572207080984082
rt eminemxher noveminember bitch eminem artist year amas httptcomenizurw,1,1,0.9733354408284185
jacksparenohoe let hang nigger,1,1,0.8879323696181325
said smoking strong wrong smoking trash aint lung aint pressure,0,0,0.33336934648366306
yo homegirl sayin bum bitch ooooostopflexingforigandtwitter,1,1,0.9483903619990144
rt swizzzy bitch peep everything still getting cheated something adding,1,1,0.9456930195517625
rt thecoreyholcomb got damn shame bitch wit raw as dick sucking skill wifey material,1,1,0.9820624455437318
rt tylerschuster much coke charlie sheen enough kill two half men guess,0,0,0.08717244579962649
blakeanderson thanks hun haha,0,0,0.05141936259491955
mhsaustin drive nigger,1,1,0.9642527654395672
rt simplylucylu welp rt idntwearcondoms girl dream hoe guy dream aint shit fact life,1,1,0.9830580970708069
bud lites well shot bar tn plus im giving away trip la vega youre cunt come visit bourbon st,1,1,0.6532934061843688
tweet retarded nig nog havent even smoke blnt ever,1,1,0.9334983873744495
ray rice bitch amp wife stupid staying side,1,1,0.8469992248269235
said caprisun zebra cake,0,0,0.10538706188287428
really wanna talk life fuck right pussy dude smokin blunt die,1,1,0.982862634690277
rt sabrinaaaaa hoe still,1,1,0.9763803472524272
carpedehope youre standing btw yellow line,0,0,0.06399356572597298
surprise bitch,1,1,0.9881158552379913
seen pic comparison lou holtz grandma beverly hillbilly cant stop cry tear unfathomable hilarity,0,0,0.40905224553266273
neebaddazz amanda bitch as eva cheat fizz fine as ion geddit there nigga look thought yall knew dat,1,1,0.9820467605547325
lunaraps shut yo bitch as httpstcoiemnugm,1,1,0.9912555358068977
could blank son bitch getatme goofy fuckmongo naynayismongo,1,1,0.944118136101508
rt dnumberbefore used fun hoe new positive,1,1,0.6757439908328691
rt lildurk time play wit bitch,1,1,0.9493166196229351
u wondering im answering im wondering money nigga act like bitch day,1,1,0.9776525977605017
asiahh alright bitch hope someone deletes life suck dick get hit bus,1,1,0.9858967141275795
cant buy tomorrow thats go hard hoe,1,1,0.9471650580970491
rt itskingwalt bruh dont rt trentw female swear best friend baddest bitch world,1,1,0.8993042264196545
im sick hoe oml,1,1,0.960692725813951
damn jonniesantana kinda trash man rt sbabylife many actually threesome honestly,1,0,0.2664209458680748
wish everyone knew wasnt faggot try hard sketchball,1,1,0.9426317916342181
bitch treat turtle like,1,1,0.9626177269120391
twinkie unfilling odd filled,0,0,0.04671927495894003
kamrenee ugly nigger,1,1,0.9877244687178206
thebikeman father born nanticoke attended lehigh im ct yankee love pennsylvania dutch cooking,0,0,0.0664797800894777
rt getitmarmar hit wit shottie bitch bet ya body flip,1,1,0.982068269384543
wigga httptcopbgyaown,1,0,0.2841757229096296
sleep sleep pussy,1,1,0.8276004326129182
excuse die u gold dont even like yellow gold anymore gave mine,0,0,0.19448997352237324
rt lldebbie im bitch doesnt forget,1,1,0.9731577253455719
simply cani deal confrontation back away cunt get aw nasty towards changed lot past year tbh,1,1,0.6065004942970722
rt yankee yankee jump first place tonight rt think,0,0,0.008234009124464573
rt peterpandacat savanigga sav fag,1,1,0.990307856514612
real rt imtoomuch rt dlac rt weavuschrist rt tone dont tell gf hoe im happy,1,1,0.9340114649020935
yankee good mood today,0,0,0.008069003959949323
rt pablobaaih good pussy pussy make really think bout making breakfast pussy make think father,1,1,0.9853794937331196
jaredlikelndn monkey dong,1,0,0.01583747733494596
lol hoe ive realize dont fuckin need,1,1,0.9824873273316809
wouldve known jesusll come back ghetto level thorough like black heroine,0,0,0.3117235818387373
rt argenivee kinda pathetic bitch bgc amp acting childish af,1,1,0.9247646899330859
firemunky become nation giant dripping whiny pussy anyway make dude president iraq even he man,1,1,0.6948399890930327
rbesofii cant even fool colored man wit dis bullshit httptcogtlntpmgi,1,0,0.41501435073931164
rt imflashybitch bitch like go talk ya bitch bitch bitch,1,1,0.9999767647462589
rt nabilabuamirah steveworksyou gave baker took pay cut killed twinkie tell fucking truth,1,1,0.5737136955162272
rt erinfbaaby chainzzpumps girl ugly denna hoe whats httptcoybxifwtugu,1,1,0.9973586897597008
feel like slapping bitch,1,1,0.9898711654942398
maniacmind jetlife nick said stop putting word mouth thats something bitch would,1,1,0.9224354477613086
houston traffic aint hoe mf must work,1,1,0.8171512058910348
gbabyrachi niccas dnt kno bout da art finessin,1,1,0.7936384385708227
dont lose sleep bout bitch bc come go,1,1,0.9140116263078173
rt officiallyice thats youre good game cause u sit unemployed nigger as playing day,1,1,0.9190566556644199
bitch nigga want another nigga wcw bitch dont work like,1,1,0.999784681699081
graysekelly woman get relationship quick wont feel like hoe sex,1,1,0.9613327908716391
cgoodwoman stevenadamswv crystal probably person world interested poor black hillbillyjamaicapoor white hillbillywv idea,0,0,0.4465935110622986
whoooooaaa chill savage cantbelocal monkey monkey httptcowmzsjig,0,0,0.031631135273569574
rt iaintasiantho see nude must beat pussy rt dondippa salute httptcogxmymql,1,1,0.800381242111738
slap bitch sense coming,1,1,0.8947993054705815
chasewickett langkeaton bitch im waitin chicken nugget,1,1,0.9926822244906827
garcialaura rt youll see watch finna hit hoe put,1,1,0.8772565408917701
proisis jihadi prayer hajj making round httptcoeeedxuoa,0,0,0.03443606945780387
niggaz bitch better yet actress da k hit ya as nd flip like pissy mattress,1,1,0.9782066746448196
jzsuschrist ok nigger raw,1,1,0.9088356100431569
son bitch moment rain forget car window,1,1,0.8866148224539507
come nd get chicken nigger love dat chicken popeyes httptcoyjfhhavav,1,1,0.7996282362475425
cheated way get hahaha bitch funny youre worried stop subtweeting dumb as,1,1,0.971191763188503
lil bitch vet say need dog,1,1,0.971010527707131
rt lebronvuitton bain wasnt hoe as nigga,1,1,0.9869581519879748
dont keep friend come go dont fuck bitch fake know,1,1,0.9909509703175193
lovin hoe thats bitch put pipe suckin dick thats bitch give goodnight kiss,1,1,0.9936583927768681
bitch worried fine fuck best friend got jumped cock sucker fine least worry,1,1,0.9641736098387355
marissarose mouth pussy as dick sandwich fuck kinda question,1,1,0.9912655255185079
tucsonchld lol get eden youre bitch fat,1,1,0.9973570180211498
someone tell royal stay home trash,0,0,0.15155412583977432
travisbechtel bitch aint shit hoe trick thuglife,1,1,0.9997254592017766
rt memphismsoccer nd yellow card issued temple,0,0,0.01502890633598138
week rfn segment discus idaho faggot marriage state like washington,1,1,0.5891395960987608
nationaldoughnutday bitch get httptcofjforyye,1,1,0.9993212461459473
killquana lmao cunt,1,1,0.9777201458690337
flyyimpact yo follow back nigguh,1,1,0.886462950881372
chloeonvine kidding right httptcolfsvymmqtn ill smack hoe,1,1,0.9426777934880537
cannot worried bout bitch cause know bitch could somewhere sucking dick ayeeee,1,1,0.9893144829433898
every time ask something waitress touch knee till im done asking mean tryna give nigga pussy dont,1,1,0.9739781239708607
rt iamjamienicole k michelle keyshia cole lol vianawf bitter hurt bitch music horizon,1,1,0.9042866765803674
melo shouldve got bitch east,1,1,0.9693053239715913
rt kalikushdoll dropping hoe,1,1,0.9615781910501028
bitch goin,1,1,0.9976209939753178
get bratty attitude brittany bird,0,0,0.03834352832502572
imthirst gonna hold tongue could get another team couldnt anymore theyre fuckin retarded,1,1,0.8528288725693667
womanoverboard nigger,1,1,0.9935755032839279
momma said pussy cat inside doghouse,0,1,0.6001452027060841
rt whenarappersaid tyler creator said rape pregnant bitch tell friend threesome httptcozkvwfkd,1,1,0.8802662419026843
post picture woman hoe jumping bridge tonight lol,1,1,0.9109464559593964
jusdahl justkorey jusdahl yall boring sex nope lick side bitch face im hittin back,1,1,0.9770147797248437
nowplaying great white bitten twice shy thearrow httptcorwuxajb,0,0,0.13801786875477673
rt xpacthuglord whatever matter many time kid fuck never become pussy promise,1,1,0.9865339494237185
huntermoore drunk bitch used eat as relaxing,1,1,0.9317554151457456
inthekcmix pau pissed like boozer pissed bull fan soft faggot,1,1,0.6970889835836771
rt nirving isnt tea anymore chickencoleman bitch peep everything still getting cheated something addin,1,1,0.8697198899994171
turn turn wheres bitch,1,1,0.9360250143820182
rt basedomg im fukin yo bitch u mad shit,1,1,0.9993777684467723
rt hoodsbuttcrack vegebitemeash brownie point,0,0,0.02499668323495838
mint oreo gtgtgt,0,0,0.004666573503396351
rt asapyams fresh razor blade goth bitch stocking,1,1,0.9947063429044074
sugarshai room temp cu sensitive bitch teeth,1,1,0.8877188703212681
rt senorsteez whole week trash,0,0,0.05795653828006323
rt clevesmith bet hoe pussy juice look like spoiled chocolate milk,1,1,0.9919963038552266
real nigs uck dont give uck dont,1,1,0.8554715537634541
rt vinnycrack bitch got itunes term condition tattooed httptcodhrvcnrrh,1,1,0.9956269981568401
iamkrause aint never orderin colored pizza stow,0,0,0.2190869821720208
meek mill said get yo game lose yo bitch damn lol,1,1,0.9931545258094021
kiefferjason bitch u describe term,1,1,0.966591092415622
jschlauds pussy,1,1,0.9999980982180846
photo filtering bitch turntup webad wepretty gayvegas rupaulsdragrace barb minaj httptcoakhjjgg,1,1,0.8799555211387221
make sure reality show lined hoesthey wont leave high dry,1,0,0.4573647137633173
get nail done rt chetheyello hoe brag nigga fw got money cant even get fill tank,1,1,0.9784460625281574
wouldnt michaelangelo rt derekisnormal yaaaaaaasss rt theyellonegro hoe control httpstcotwargct,1,1,0.957121875082695
muzzled pit bull throat slit found side road pa httptcofisqnvlxu via examinercom hideous abuse throat slit left die,0,0,0.1104597064837767
rt psqloadupp never met faithfull bitch,1,1,0.9477874291878022
kxrxsxb haha ready slap bitch came walkin room say hi playin saint underwear,1,1,0.8137118878487088
hate hoe,1,1,0.985446015295331
rt dominickle uceina bitch lmao,1,1,0.9667991069456638
rt erykahrogers idc cute shit dont matter got trash personality,1,1,0.6056541930488818
foh rt mizzcreme idgt rt ethehustla good pussy dont neva get tired,1,1,0.9576051960367855
rt loveablepinky gramsbee hate ah dirty house foul living bitch lot,1,1,0.9199982284580465
lil seaside hoe walkin side whaaat,1,1,0.9899344250295147
im mother fucken sexy time retard,1,1,0.7437495930457461
rt wowfoodpics oreo shake httptcoyenlbse,0,0,0.03470291125787877
dear spoiled suburban bitch,1,1,0.9910951754351993
anxiety person id kill bitch fuckin fast,1,1,0.9613998314946678
brilliant job nelsoncanache limp back pit without causing yellow wish didnt need though plm,0,0,0.12863887842616278
lmaoooo rt toekneegx lol ok pal rt acehudsonjr bitch gone tell tuh httptcotoeaczjdf,1,1,0.9419892473014765
rt omgitsbabyjoe fucked bitch hunned time fuck bitch got mind fuckin dick,1,1,0.9999891379055056
yeiiowbang mannn mexican houston love high school freshman hoe,1,1,0.8359449059777484
reason blocked bitch,1,1,0.978265755478108
ayoofettii anaconda dont anaconda dont anaconda dont want none unless got goal hun smh white as niggah,1,1,0.9025512495372638
sammytbh thats thought pussy,1,1,0.9928817206908551
dswaggin justdavilaa xaviee quise look ur avi u fag,1,1,0.9207661976456182
yummysworld thoughtsofrandy strocorleone bitch already got past demon herseeding gone fuse,1,1,0.9387297311610018
kayysavage bitch shit soooo funny,1,1,0.981667105503483
rt koolqueef gave calling wife nigger sex lent,1,1,0.9143715356960128
yet understand many bytches getting bull piercing called septic something like,1,0,0.3516145557438493
rt dameatisthicke invite fuck smell yo pussy across room man aint dinner cook bou,1,1,0.9813935841353557
pop pussy,1,1,0.9441393068635382
everybody love pot brownie bring crystal meth cupcake party suddenly im weirdo,0,0,0.1969952048798949
rt allisonnamaya whitecholo omg nathaniel come mr pussy mr pussy lol,1,1,0.9872884214058804
dont trust bitch who nail polish chipping,1,1,0.9501134898348434
get hoe shit tl,1,1,0.9890483012857965
sluttyboykush guess used getting bitch cause idk anybody juss let ppl disrespect n sit thts,1,1,0.8594259766084859
rt duhhvenuhh violet need service get text hoe violetannt httptcokbzbnywh,1,1,0.955376105380811
nah round molly callneeshcakey bitch nigga molly,1,1,0.9109456914267585
either gun sandwich detail looking really fuzzy right dont trust police department mo,0,0,0.34629605227173504
amp bitch ask jean sag cuz tryna hold bandz,1,1,0.9155512783626432
got another nigga bitch bed right,1,1,0.9959341693135441
time lonely hoe watching scandal run,1,1,0.8561942773248519
sroach happy birthday nicca coon shit responsible way,1,1,0.947064195768741
rt complexmorality someone tweet hoe aint loyal laid crib looking like httptcoovqlvsjn,1,1,0.9689545532113354
jawshoeeahhh lmao youre bitch boy,1,1,0.9665727029427214
rt grindingdude hour hell obama flat lied get reelected killery ltwhat diff make karma bitch http,1,1,0.9144765829522291
early bird get worm right hopefully get job soon today httptcolvgfvbqkdz,0,0,0.06880695051136208
rt hugmakeem im avoiding commitment hoe aint loyal,1,1,0.9936419832226556
hoe soo,1,1,0.9498538721682384
rt jackbpr alec baldwin mock harrisperry cry forgiven transgression httptcooqgtpmxx via bizpacrevi,0,0,0.01746458463976356
gotta put back rotation rt mrgdii vianawf aint heard u sayyou lil stupid as bitch minute fam u slackin lol,1,1,0.9703658072563739
kitttyjpg nosfiend steezeyflow one jumped conversation smelly as bitch fuck thats,1,1,0.9902932642293346
rt sexualgif pas chance hot faithful girl cause single life hoe mind plain dumb,1,1,0.9695716439829274
hoe say im much think im much,1,1,0.8868244461501904
rt theorlandojones funny people take fantasy sport league seriously celebrated play dampd mock,0,0,0.07699006394438249
atruecowboy truth distance love bird httptcokqnwlj,0,0,0.028331312210107942
bitch choosing letr,1,1,0.9999999999997478
bird as nigga getting feather ruffled shook aint thing half way crook,1,1,0.523615818186771
dat bitch as nigga alabama wanna kill goodlucc,1,1,0.998911392656093
coffincreepxx throw faggot word smh smh smh,1,1,0.8437295427661659
cant play fool niggah,1,1,0.8677772384844313
rt hunneemolassess leg dont rub together mean pwoosy trash heard,1,0,0.2082404034719812
power bomb dat hoe,1,1,0.8371484390443655
wbeezy rundrc simple dont hoedont worry exposed fight mewhy,1,0,0.29815141388432714
facebook fag,1,1,0.8608498743565467
mikebinthed dont want battle shook cause aint thing half way crook bitch,1,1,0.9313344177426985
illestwill djdynamiq edrobersonsf sarahlizsf top notch bitch,1,1,0.997895309179371
alexissixela stfu youre pussy sit as noise,1,1,0.9856256792416486
rt jaredcarrabis mike napoli toughest son bitch ive ever known,1,1,0.8626750800755025
residinero hoe bruhhh lol,1,1,0.971819779404282
jthomas destrothenoble nekolin ltltlt getting as pounded amp loving im done gay whiney bitch next,1,1,0.9782686964447102
dont care youre gay yeent bout calling bitch fish thinking shit sweet dont even like girl,1,1,0.9931826981695998
rt deepinhergut anything said bout mom b would led bitch getting stone cold stunner,1,1,0.9612834256373961
lmao rt moemartin sol reebok classic cant even handle diabetic weight rick ross hold,0,0,0.2829546542064634
demlipstho u knw homie show bitch love,1,1,0.9284031905252831
bitch want number back yo pussy mustard oh yeah fuck dat bitch trust dro,1,1,0.9997817059915098
rt yaboybillnye funny slut say u mad cause im real like bitch swerve cuz u actually water gtfo,1,1,0.9659907860615713
shotime mitchvorce chill ur pussy gay af,1,1,0.9586179892204475
rt mobute rick scott v charlie crist worst gubernatorial election america face ugly future httptco,0,0,0.08711447740742062
ohvixen ibanexx gotta respect bitch let put entire arm vagina,1,1,0.892425043589398
jco pussy wouldnt show bro,1,1,0.9736757415738034
rt toddknife full weakenednachos set except last song southern darkness fest last month who ape guitar httpstc,0,0,0.18807089090082887
early bird get worm,0,0,0.02218347495395319
never leave trust bitch,1,1,0.9831689469444946
scandalous nigga hoe hate happy relationship let happy together fuck,1,1,0.9980527011694851
fat toothless sack chasing bitch yelled busted as van window fuck get real job,1,1,0.9448249863656875
lol sam said betty boop hoe,1,1,0.9838257407642422
shoe going bitch break tomorrow,1,1,0.8982655760121441
dare colored player hockey,0,0,0.059464354786301486
rt zachdorsey give three wish wish wish wish would bitch,1,1,0.6801390558583528
bruh lmaoo nobeeetch hoe nasty kept eating roblockk fuck happened httptcogwsmqdr,1,1,0.9604279127070803
eva wanted muh fuckin guala,1,0,0.35316844599460817
itsyourman nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,1,1,0.9998074814450236
aint nothing cut bitch,1,1,0.9713901505173775
rt collegeboy finally mellie got back bone might like season pussy scandal,1,1,0.9066249955934478
io autocorrect trash rt nocando phone capitalizing dumbest thing,0,0,0.04238000436118576
rt garylopez im gonna make math test bitch tomorrow,1,1,0.920823732396289
flvshy might go plaq hcbitch gone go,1,0,0.27428422483524834
swear dis hoe doinv grown n sexy challenge look like lightskinned gremlin,1,1,0.8854276501796735
jenlanaex scared pussy,1,1,0.989721032638127
rt skinnietalls easy youd think find astronaut monkey outfit last minute,0,0,0.10682064268370293
rt iamsashaa get winning team hoe,1,1,0.9379401843318963
bobby bitch,1,1,0.9539070599924478
oops constitutionalist teabaggers mississippi forgot ratify centerpiece constitution th amendment banning slavery,0,0,0.12993163136655614
rt ogkaykay yall hoe annoying,1,1,0.9895788616311174
rt bloopersinlife ugh white trash httptcobldnkqugf,1,1,0.7832710227179578
tellin im disrespectful aint one callin everybody bitch free,1,1,0.9276422477285831
bitch work period,1,1,0.9196382002884974
rt rileyybabyyy pressed pussy never,1,1,0.8245076442158036
rt ihtvvitterhoes kim k got bitch thinkin hoe career health care benefit,1,1,0.9949342458973309
im start askin dese hoe nigga got sand pussy,1,1,0.9987949095631912
datexehmm bad bitch intimidate word,1,1,0.9950642841997082
cant decide wear yellow rain boot purpose black amp yellow errrrything,0,0,0.03174030847613904
esnjosh esnwaves esncreeper gtparthenon bitch please trying say closer philly,1,1,0.9729852699677236
didnt even get see baby today smh mom fault selfish bitch,1,1,0.9172979887372936
rt paradoxicalmike im tramp ho slut,1,1,0.6991930908814857
never late tag bitch cyfyre,1,1,0.9758505504678577
woochamberlain made interview bitch finessed huh lol,1,1,0.9520109305275106
rt troymadden guess cool walk around ya titty seethru top shit hoe aint trippin,1,1,0.9873602818319263
crack cocaine steal bitch,1,1,0.9615124265989184
complexmag didnt know whitetears blue yellow lessonoftheday,0,0,0.04846761475433847
rt thgrader mom brought mcdonalds lunch bitch,1,1,0.9411738415754446
thing talk eyebrow got forest pussy,1,1,0.930420550122127
seen sweater flashy wanna get gotta get say boyfriend bitch puppy,1,1,0.9695224025183399
codyaveresch paint brush bugattis stundentpainters bitch paint like one french girl,1,1,0.9085321146645864
rt rapperssaid kanye said dont need pussy bitch im dick httptcoeelumjbme,1,1,0.9982324521293858
im fat bitch httptcophvkhrhn,1,1,0.9976683457336852
rt hollywooodty rt hotphillyboi lawd jesus cant real httptcozcjlhvshozshit ghetto real lol,1,1,0.7435080282620984
mightyy well damn sure aint putting pussy as romo jersey,1,1,0.9797751908717083
liamgeraldshone arannicolwhufc dsaend get real hair cut faggot served country marine year u done,1,1,0.9499160528584014
witnessed ace hoe soo many nigga garden growing im talking strong armed hoein,1,1,0.9559202733645408
idiotolympics forthemen fuck right pussy,1,1,0.9960288262142187
scholagomes oh ill make brownie alright,0,0,0.112074356759624
nigga bigger bouncer roll bitch still smell like ounce,1,1,0.9948889943517372
rt pbnrico maury year old still exposing hoe,1,1,0.9059306765314228
beautifulbeeee yes every guy bitch todaylolsmh,1,1,0.989990810673178
rt basedamerican burger day old eat yr old pussy fine right httptcoihvxyabvn,1,1,0.8713182069307732
rt nobeeetch yall use take picture real camera upload hoe computer wow,1,1,0.9016530343002322
faux noise pundit dont like duck molester proslavery racist homophobic teabagger darling phil robertson either httptcogtzvgqxy,1,0,0.47818742210883064
whats really funny bout pic im sure believe hoe bad httptcorwoqxhd,1,1,0.9775567536010933
whoever mr ramlogan uwi business law tho racist mudda cunt,1,1,0.7516375487047758
rt redtvvitter mewtwo make pussy wet httptcowzzhrkum,1,1,0.9299111998719918
heard good news today gotta say karma bitch,1,1,0.9281020073221944
infidelalie read suck bacon encrusted middle finger muslim twat,1,1,0.5910543464927848
nhattyiceers thank jackass zebra,0,0,0.09503254566814733
fckwatchuthink huntermoore know could go drink bleach bitch,1,1,0.967621256730052
rt dirtyskimask lmaooo friday next stnamebravo like yo son fag,1,1,0.9203427822968822
fat bitch turnt ice cream gon lie would httpstcoefiisiizw,1,1,0.8790532162429839
milk marie dont approve ugly hoe,1,1,0.9558119846586154
cant tell broke bitch nothin,1,1,0.9601370733672884
call bitch ok thief get smdh,1,1,0.9915570817236433
hilarious seeing chick cry whine song lyric got little scene fag instead real man,1,1,0.8693617936822055
rt ruthlessmando bitch dont like,1,1,0.9978489696531737
sexy as bitch eating fry doublerornothin httptcogtflfgrmtz,1,1,0.9142814271565309
perarl need date grandma im turnt lil pussy as bro called lil baby name like lame amp dork,1,1,0.9213939817934043
twitter nigga always want unprotected sex nothing as bitch nah,1,1,0.9849184709225803
rt fvckzaina yah bitch thirsty httptcojljxpiih,1,1,0.9744024237420196
see fuck bitch fuck bitch also,1,1,0.9998249121809155
also anyone want bitch price disney need check next time dollywood httptcojllkzbhyoy,1,1,0.887317597859237
sweetkixx u see lame pic ofmine due infatuation nigger im hebrew fite child satan street,1,1,0.82223727424942
rt kingcedd hit bitch nd forget bitch left kid fuckin face,1,1,0.9981355757041416
rt mrpoonsoaker foh rt thotcho mrpoonsoaker lmao im hella skinny bitch dont like,1,1,0.9795908516682772
surfboard vomitdatruth im outside house comeout bitch,1,1,0.9930456753846004
oh ya hoe think cute skin tight cat suit assuming body boomin dispute,1,1,0.8628641840124729
nothing say teabagger like millionaire complaining broke huh hillaryclinton hillary give break lol p,0,1,0.7244472827465204
rt jimmysantander office hoe shut fuck fucking chisme,1,1,0.9992858480029382
rt tmaeleen bitch blew high amp dese drug,1,1,0.918720290944178
bout bust bitch wide open waste money,1,1,0.9089969513372113
rt yglukeg arizona hot hell literally minute later fuckin hurricane katrina bitch,1,1,0.9786414441999444
aschops absolutely agree statement amusing angry make teabagger scumbags alone worth,1,0,0.13086171281973816
kassigod drinking away stress got new hoe u,1,1,0.8297984038931824
rt milesss u say blessed u r hashtag lying r probably unhappy w ur life fake bitch lolz,1,1,0.9810418781503422
hiphopfeeen old old wolf pussy,1,1,0.9539209881409065
lucaswright michaelgt faggot,1,1,0.9992820903707699
rt kristinnikole zzachbarness swear ag ugly den bitch look like possum giraffe mix breed isnt funny died l,1,1,0.9194375886511595
rt trianglesoul wanna eat weed brownie ask self really wanna spend countless hour watching documentary sea tu,0,0,0.32022057287148464
ayy carlton ghetto school switchedatbirth,1,0,0.13577671711986491
fuck ur god dat faggot strike,1,1,0.994570286585566
case forgot hoe since dot made dollar work still havent slept,1,1,0.6901346971236233
im tired damn job man wanna blow bitch lol,1,1,0.9905043945339415
dont mind twinkie gonna gone concerned rest hostess product line,0,0,0.30472128353774747
tryna sumbody cinnamon apple darksknstruggle cant trust bitch wit pussy taste like cinnamon apple httptcohwmbwv,1,1,0.9863646225544831
better thing like drive yellow fucking lamborghini,1,1,0.5185496176840225
nigga living like hoe dat dey dying bout nothing,1,1,0.9890213204853927
potpwincess longbongchris shes dyke,1,1,0.8391542088771407
two main wiggas chloetarantino httptcooaybfejh,1,0,0.18127561282391144
imagine white people said honkey instead nigga lol,1,1,0.878132943681433
rt yokidaintmine alcohol liquid truth girl hoe drink shes naturally hoe anyway,1,1,0.9730217307183429
rt cashhhhhh deleting pic realized dike back ground dressed like nigga wedge bitch im http,1,1,0.958117394509668
johnny manziel flipped somebody bird,0,0,0.030166886085617108
neighborhood nigga like aint supposed get pussy like,1,1,0.9909436210361106
blatt trash twitter said good,1,0,0.25144459124989826
fuck got curfew break bitch tho idgaf could fuss curse get home lmfao,1,1,0.9850735581245739
recipe call leftover brownie hell leftover brownie thats brownie havent eaten yetericanadine,0,0,0.025918061354505112
jfromhuntington savage day like colored dat wrap day hoe like mummy,1,1,0.8329962837797663
new boyfriend every month doesnt mean youre gorgeous mean youre easy retarded,1,0,0.48208947512210965
dont fuck wit hoe broke bitch,1,1,0.9993393690071013
white men pick truck screaming nigger coach got nerve get mad missed free throw,1,1,0.6402326646595348
semlive girl eat mo pussy girl shoulda nigga thats jam,1,1,0.9899408152609278
shiiiit pontiacholmes drop couple extra dollar hoe get brazilian gotsta spend money make money,1,1,0.7869466715263523
little bitch nervous tweeting anymore,1,1,0.9688447337504202
promise love obeyand hit daygirl say genuinelyfuck bitch sayy,1,1,0.9861831435426253
kingteej ol dirty foot as bitch funny,1,1,0.9599014120077094
got shit changed doe find pw bitch haha,1,1,0.9823704582403947
rt bvsedxjesus want real relationship game lie side hoe,1,1,0.9684776678467295
rt jayzoverrated charmss next person see tweeting bitch shitting im unfollowing,1,1,0.9515610673221687
said weed trash,0,0,0.18174663105096206
playing game wrestling way bind brother sex talk amp providing condom raw dogging hoe,1,1,0.8433734989767817
ima pull eat pussy dip,1,1,0.961383867842721
bigbootybishopp whitethunduh lassen cc coach want feel youll get nig doubt,1,1,0.5768005325513609
rt beyoncesgedtest momma dead bitch really think cant connect lucky number face httptcolfufovk,1,1,0.9441500378944954
handicap sticker bitch park want,1,1,0.9934780433139849
rt riverajustin unattractive girl act ghetto,0,1,0.5155783925265497
andsss cool cool fuck wit u nicca,1,1,0.7921534192779428
